step,waiting,running,done,machines,available,status,timestamp
114,0,0,0,0,0,0,1425632942
115,0,0,0,0,0,0,1425632911
116,0,0,0,0,0,0,1425632881
117,0,0,0,0,0,0,1425632852
118,0,0,0,0,0,0,1425632821
119,0,0,0,0,0,0,1425632791
120,0,0,0,0,0,0,1425632762
121,0,0,0,0,0,0,1425632732
122,0,0,0,0,0,0,1425632702
123,0,0,0,0,0,0,1425632672
124,0,0,0,0,0,0,1425632642
125,0,0,0,0,0,0,1425632612
126,0,0,0,0,0,0,1425632582
127,0,0,0,0,0,0,1425632552
128,0,0,0,0,0,0,1425632522
129,0,0,0,0,0,0,1425632491
130,0,0,0,0,0,0,1425632461
131,0,0,0,0,0,0,1425632432
132,0,0,0,0,0,0,1425632402
133,0,0,0,0,0,0,1425632372
134,0,0,0,0,0,0,1425632342
135,0,0,0,0,0,0,1425632312
136,0,0,0,0,0,0,1425632282
137,0,0,0,0,0,0,1425632251
138,0,0,0,0,0,0,1425632222
139,0,0,0,0,0,0,1425632191
140,0,0,0,0,0,0,1425632161
141,0,0,0,0,0,0,1425632132
142,0,0,0,0,0,0,1425632102
143,0,0,0,0,0,0,1425632072
144,0,0,0,0,0,0,1425632042
145,0,0,0,0,0,0,1425632012
146,0,0,0,0,0,0,1425631982
147,0,0,0,0,0,0,1425631952
148,0,0,0,0,0,0,1425631922
149,0,0,0,0,0,0,1425631892
150,0,0,0,0,0,0,1425631862
151,0,0,0,0,0,0,1425631831
152,0,0,0,0,0,0,1425631801
153,0,0,0,0,0,0,1425631771
154,0,0,0,0,0,0,1425631742
155,0,0,0,0,0,0,1425631712
156,0,0,0,0,0,0,1425631682
157,0,0,0,0,0,0,1425631652
158,0,0,0,0,0,0,1425631622
159,0,0,0,0,0,0,1425631592
160,0,0,0,0,0,0,1425631561
161,0,0,0,0,0,0,1425631532
162,0,0,0,0,0,0,1425631502
163,0,0,0,0,0,0,1425631471
164,0,0,0,0,0,0,1425631441
165,0,0,0,0,0,0,1425631412
166,0,0,0,0,0,0,1425631382
167,0,0,0,0,0,0,1425631351
168,0,0,0,0,0,0,1425631321
169,0,0,0,0,0,0,1425631292
170,0,0,0,0,0,0,1425631262
171,0,0,0,0,0,0,1425631231
172,0,0,0,0,0,0,1425631201
173,0,0,0,0,0,0,1425631171
174,0,0,0,0,0,0,1425631141
175,0,0,0,0,0,0,1425631112
176,0,0,0,0,0,0,1425631082
177,0,0,0,0,0,0,1425631051
178,0,0,0,0,0,0,1425631021
179,0,0,0,0,0,0,1425630992
180,0,0,0,0,0,0,1425630962
181,0,0,0,0,0,0,1425630932
182,0,0,0,0,0,0,1425630902
183,0,0,0,0,0,0,1425630872
184,0,0,0,0,0,0,1425630842
185,0,0,0,0,0,0,1425630812
186,0,0,0,0,0,0,1425630782
187,0,0,0,0,0,0,1425630752
188,0,0,0,0,0,0,1425630722
189,0,0,0,0,0,0,1425630692
190,0,0,0,0,0,0,1425630662
191,0,0,0,0,0,0,1425630631
192,0,0,0,0,0,0,1425630601
193,0,0,0,0,0,0,1425630572
194,0,0,0,0,0,0,1425630542
195,0,0,0,0,0,0,1425630512
196,0,0,0,0,0,0,1425630481
197,0,0,0,0,0,0,1425630452
198,0,0,0,0,0,0,1425630422
199,0,0,0,0,0,0,1425630392
200,0,0,0,0,0,0,1425630362
201,0,0,0,0,0,0,1425630332
202,0,0,0,0,0,0,1425630302
203,0,0,0,0,0,0,1425630272
204,0,0,0,0,0,0,1425630242
205,0,0,0,0,0,0,1425630212
206,0,0,0,0,0,0,1425630182
207,0,0,0,0,0,0,1425630152
208,0,0,0,0,0,0,1425630122
209,0,0,0,0,0,0,1425630092
210,0,0,0,0,0,0,1425630062
211,0,0,0,0,0,0,1425630032
212,0,0,0,0,0,0,1425630002
213,0,0,0,0,0,0,1425629972
214,0,0,0,0,0,0,1425629942
215,0,0,0,0,0,0,1425629912
216,0,0,0,0,0,0,1425629882
217,0,0,0,0,0,0,1425629851
218,0,0,0,0,0,0,1425629821
219,0,0,0,0,0,0,1425629792
220,0,0,0,0,0,0,1425629762
221,0,0,0,0,0,0,1425629732
222,0,0,0,0,0,0,1425629702
223,0,0,0,0,0,0,1425629672
224,0,0,0,0,0,0,1425629642
225,0,0,0,0,0,0,1425629612
226,0,0,0,0,0,0,1425629582
227,0,0,0,0,0,0,1425629551
228,0,0,0,0,0,0,1425629522
229,0,0,0,0,0,0,1425629491
230,0,0,0,0,0,0,1425629462
231,0,0,0,0,0,0,1425629432
232,0,0,0,0,0,0,1425629402
233,0,0,0,0,0,0,1425629372
234,0,0,0,0,0,0,1425629342
235,0,0,0,0,0,0,1425629312
236,0,0,0,0,0,0,1425629282
237,0,0,0,0,0,0,1425629251
238,0,0,0,0,0,0,1425629221
239,0,0,0,0,0,0,1425629192
240,0,0,0,0,0,0,1425629162
241,0,0,0,0,0,0,1425629132
242,0,0,0,0,0,0,1425629102
243,0,0,0,0,0,0,1425629072
244,0,0,0,0,0,0,1425629042
245,0,0,0,0,0,0,1425629012
246,0,0,0,0,0,0,1425628982
247,0,0,0,0,0,0,1425628951
248,0,0,0,0,0,0,1425628921
249,0,0,0,0,0,0,1425628891
250,0,0,0,0,0,0,1425628862
251,0,0,0,0,0,0,1425628831
252,0,0,0,0,0,0,1425628801
253,0,0,0,0,0,0,1425628772
254,0,0,0,0,0,0,1425628741
255,0,0,0,0,0,0,1425628712
256,0,0,0,0,0,0,1425628682
257,0,0,0,0,0,0,1425628652
258,0,0,0,0,0,0,1425628622
259,0,0,0,0,0,0,1425628592
260,0,0,0,0,0,0,1425628562
261,0,0,0,0,0,0,1425628532
262,0,0,0,0,0,0,1425628502
263,0,0,0,0,0,0,1425628472
264,0,0,0,0,0,0,1425628442
265,0,0,0,0,0,0,1425628412
266,0,0,0,0,0,0,1425628381
267,0,0,0,0,0,0,1425628351
268,0,0,0,0,0,0,1425628321
269,0,0,0,0,0,0,1425628292
270,0,0,0,0,0,0,1425628262
271,0,0,0,0,0,0,1425628232
272,0,0,0,0,0,0,1425628202
273,0,0,0,0,0,0,1425628172
274,0,0,0,0,0,0,1425628142
275,0,0,0,0,0,0,1425628111
276,0,0,0,0,0,0,1425628081
277,0,0,0,0,0,0,1425628051
278,0,0,0,0,0,0,1425628021
279,0,0,0,0,0,0,1425627992
280,0,0,0,0,0,0,1425627962
281,0,0,0,0,0,0,1425627932
282,0,0,0,0,0,0,1425627902
283,0,0,0,0,0,0,1425627871
284,0,0,0,0,0,0,1425627842
285,0,0,0,0,0,0,1425627812
286,0,0,0,0,0,0,1425627782
287,0,0,0,0,0,0,1425627752
288,0,0,0,0,0,0,1425627722
289,0,0,0,0,0,0,1425627691
290,0,0,0,0,0,0,1425627661
291,0,0,0,0,0,0,1425627631
292,0,0,0,0,0,0,1425627601
293,0,0,0,0,0,0,1425627572
294,0,0,0,0,0,0,1425627542
295,0,0,0,0,0,0,1425627512
296,0,0,0,0,0,0,1425627482
297,0,0,0,0,0,0,1425627452
298,0,0,0,0,0,0,1425627422
299,0,0,0,0,0,0,1425627392
300,0,0,0,0,0,0,1425627362
301,0,0,0,0,0,0,1425627332
302,0,0,0,0,0,0,1425627302
303,0,0,0,0,0,0,1425627272
304,0,0,0,0,0,0,1425627242
305,0,0,0,0,0,0,1425627212
306,0,0,0,0,0,0,1425627182
307,0,0,0,0,0,0,1425627151
308,0,0,0,0,0,0,1425627121
309,0,0,0,0,0,0,1425627092
310,0,0,0,0,0,0,1425627062
311,0,0,0,0,0,0,1425627032
312,0,0,0,0,0,0,1425627002
313,0,0,0,0,0,0,1425626972
314,0,0,0,0,0,0,1425626942
315,0,0,0,0,0,0,1425626911
316,0,0,0,0,0,0,1425626881
317,0,0,0,0,0,0,1425626852
318,0,0,0,0,0,0,1425626822
319,0,0,0,0,0,0,1425626792
320,0,0,0,0,0,0,1425626762
321,0,0,0,0,0,0,1425626732
322,0,0,0,0,0,0,1425626702
323,0,0,0,0,0,0,1425626671
324,0,0,0,0,0,0,1425626641
325,0,0,0,0,0,0,1425626612
326,0,0,0,0,0,0,1425626582
327,0,0,0,0,0,0,1425626552
328,0,0,0,0,0,0,1425626521
329,0,0,0,0,0,0,1425626492
330,0,0,0,0,0,0,1425626462
331,0,0,0,0,0,0,1425626432
332,0,0,0,0,0,0,1425626402
333,0,0,0,0,0,0,1425626372
334,0,0,0,0,0,0,1425626342
335,0,0,0,0,0,0,1425626311
336,0,0,0,0,0,0,1425626282
337,0,0,0,0,0,0,1425626252
338,0,0,0,0,0,0,1425626222
339,0,0,0,0,0,0,1425626191
340,0,0,0,0,0,0,1425626161
341,0,0,0,0,0,0,1425626132
342,0,0,0,0,0,0,1425626102
343,0,0,0,0,0,0,1425626072
344,0,0,0,0,0,0,1425626042
345,0,0,0,0,0,0,1425626012
346,0,0,0,0,0,0,1425625982
347,0,0,0,0,0,0,1425625952
348,0,0,0,0,0,0,1425625922
349,0,0,0,0,0,0,1425625892
350,0,0,0,0,0,0,1425625862
351,0,0,0,0,0,0,1425625832
352,0,0,0,0,0,0,1425625802
353,0,0,0,0,0,0,1425625772
354,0,0,0,0,0,0,1425625742
355,0,0,0,0,0,0,1425625712
356,0,0,0,0,0,0,1425625682
357,0,0,0,0,0,0,1425625652
358,0,0,0,0,0,0,1425625622
359,0,0,0,0,0,0,1425625592
360,0,0,0,0,0,0,1425625562
361,0,0,0,0,0,0,1425625532
362,0,0,0,0,0,0,1425625502
363,0,0,0,0,0,0,1425625472
364,0,0,0,0,0,0,1425625441
365,0,0,0,0,0,0,1425625412
366,0,0,0,0,0,0,1425625382
367,0,0,0,0,0,0,1425625351
368,0,0,0,0,0,0,1425625322
369,0,0,0,0,0,0,1425625292
370,0,0,0,0,0,0,1425625262
371,0,0,0,0,0,0,1425625232
372,0,0,0,0,0,0,1425625202
373,0,0,0,0,0,0,1425625171
374,0,0,0,0,0,0,1425625141
375,0,0,0,0,0,0,1425625112
376,0,0,0,0,0,0,1425625082
377,0,0,0,0,0,0,1425625052
378,0,0,0,0,0,0,1425625021
379,0,0,0,0,0,0,1425624991
380,0,0,0,0,0,0,1425624961
381,0,0,0,0,0,0,1425624932
382,0,0,0,0,0,0,1425624902
383,0,0,0,0,0,0,1425624872
384,0,0,0,0,0,0,1425624842
385,0,0,0,0,0,0,1425624812
386,0,0,0,0,0,0,1425624782
387,0,0,0,0,0,0,1425624752
388,0,0,0,0,0,0,1425624722
389,0,0,0,0,0,0,1425624692
390,0,0,0,0,0,0,1425624662
391,0,0,0,0,0,0,1425624631
392,0,0,0,0,0,0,1425624601
393,0,0,0,0,0,0,1425624572
394,0,0,0,0,0,0,1425624541
395,0,0,0,0,0,0,1425624511
396,0,0,0,0,0,0,1425624481
397,0,0,0,0,0,0,1425624451
398,0,0,0,0,0,0,1425624421
399,0,0,0,0,0,0,1425624392
400,0,0,0,0,0,0,1425624362
401,0,0,0,0,0,0,1425624332
402,0,0,0,0,0,0,1425624302
403,0,0,0,0,0,0,1425624272
404,0,0,0,0,0,0,1425624242
405,0,0,0,0,0,0,1425624212
406,0,0,0,0,0,0,1425624182
407,0,0,0,0,0,0,1425624152
408,0,0,0,0,0,0,1425624122
409,0,0,0,0,0,0,1425624092
410,0,0,0,0,0,0,1425624062
411,0,0,0,0,0,0,1425624032
412,0,0,0,0,0,0,1425624002
413,0,0,0,0,0,0,1425623972
414,0,0,0,0,0,0,1425623942
415,0,0,0,0,0,0,1425623912
416,0,0,0,0,0,0,1425623882
417,0,0,0,0,0,0,1425623852
418,0,0,0,0,0,0,1425623822
419,0,0,0,0,0,0,1425623791
420,0,0,0,0,0,0,1425623761
421,0,0,0,0,0,0,1425623732
422,0,0,0,0,0,0,1425623702
423,0,0,0,0,0,0,1425623671
424,0,0,0,0,0,0,1425623641
425,0,0,0,0,0,0,1425623612
426,0,0,0,0,0,0,1425623582
427,0,0,0,0,0,0,1425623552
428,0,0,0,0,0,0,1425623522
429,0,0,0,0,0,0,1425623492
430,0,0,0,0,0,0,1425623462
431,0,0,0,0,0,0,1425623432
432,0,0,0,0,0,0,1425623402
433,0,0,0,0,0,0,1425623372
434,0,0,0,0,0,0,1425623342
435,0,0,0,0,0,0,1425623312
436,0,0,0,0,0,0,1425623282
437,0,0,0,0,0,0,1425623251
438,0,0,0,0,0,0,1425623221
439,0,0,0,0,0,0,1425623192
440,0,0,0,0,0,0,1425623161
441,0,0,0,0,0,0,1425623131
442,0,0,0,0,0,0,1425623101
443,0,0,0,0,0,0,1425623072
444,0,0,0,0,0,0,1425623042
445,0,0,0,0,0,0,1425623012
446,0,0,0,0,0,0,1425622982
447,0,0,0,0,0,0,1425622952
448,0,0,0,0,0,0,1425622922
449,0,0,0,0,0,0,1425622892
450,0,0,0,0,0,0,1425622862
451,0,0,0,0,0,0,1425622832
452,0,0,0,0,0,0,1425622802
453,0,0,0,0,0,0,1425622772
454,0,0,0,0,0,0,1425622742
455,0,0,0,0,0,0,1425622712
456,0,0,0,0,0,0,1425622682
457,0,0,0,0,0,0,1425622651
458,0,0,0,0,0,0,1425622621
459,0,0,0,0,0,0,1425622592
460,0,0,0,0,0,0,1425622562
461,0,0,0,0,0,0,1425622532
462,0,0,0,0,0,0,1425622501
463,0,0,0,0,0,0,1425622472
464,0,0,0,0,0,0,1425622442
465,0,0,0,0,0,0,1425622411
466,0,0,0,0,0,0,1425622381
467,0,0,0,0,0,0,1425622351
468,0,0,0,0,0,0,1425622321
469,0,0,0,0,0,0,1425622292
470,0,0,0,0,0,0,1425622262
471,0,0,0,0,0,0,1425622231
472,0,0,0,0,0,0,1425622201
473,0,0,0,0,0,0,1425622172
474,0,0,0,0,0,0,1425622141
475,0,0,0,0,0,0,1425622112
476,0,0,0,0,0,0,1425622082
477,0,0,0,0,0,0,1425622052
478,0,0,0,0,0,0,1425622022
479,0,0,0,0,0,0,1425621992
480,0,0,0,0,0,0,1425621962
481,0,0,0,0,0,0,1425621932
482,0,0,0,0,0,0,1425621901
483,0,0,0,0,0,0,1425621872
484,0,0,0,0,0,0,1425621842
485,0,0,0,0,0,0,1425621812
486,0,0,0,0,0,0,1425621782
487,0,0,0,0,0,0,1425621751
488,0,0,0,0,0,0,1425621721
489,0,0,0,0,0,0,1425621691
490,0,0,0,0,0,0,1425621661
491,0,0,0,0,0,0,1425621632
492,0,0,0,0,0,0,1425621602
493,0,0,0,0,0,0,1425621571
494,0,0,0,0,0,0,1425621541
495,0,0,0,0,0,0,1425621512
496,0,0,0,0,0,0,1425621482
497,0,0,0,0,0,0,1425621452
498,0,0,0,0,0,0,1425621422
499,0,0,0,0,0,0,1425621392
500,0,0,0,0,0,0,1425621362
501,0,0,0,0,0,0,1425621331
502,0,0,0,0,0,0,1425621301
503,0,0,0,0,0,0,1425621271
504,0,0,0,0,0,0,1425621241
505,0,0,0,0,0,0,1425621212
506,0,0,0,0,0,0,1425621182
507,0,0,0,0,0,0,1425621152
508,0,0,0,0,0,0,1425621122
509,0,0,0,0,0,0,1425621092
510,0,0,0,0,0,0,1425621062
511,0,0,0,0,0,0,1425621032
512,0,0,0,0,0,0,1425621002
513,0,0,0,0,0,0,1425620972
514,0,0,0,0,0,0,1425620942
515,0,0,0,0,0,0,1425620912
516,0,0,0,0,0,0,1425620882
517,0,0,0,0,0,0,1425620852
518,0,0,0,0,0,0,1425620822
519,0,0,0,0,0,0,1425620792
520,0,0,0,0,0,0,1425620762
521,0,0,0,0,0,0,1425620732
522,0,0,0,0,0,0,1425620701
523,0,0,0,0,0,0,1425620672
524,0,0,0,0,0,0,1425620642
525,0,0,0,0,0,0,1425620611
526,0,0,0,0,0,0,1425620582
527,0,0,0,0,0,0,1425620552
528,0,0,0,0,0,0,1425620522
529,0,0,0,0,0,0,1425620492
530,0,0,0,0,0,0,1425620462
531,0,0,0,0,0,0,1425620432
532,0,0,0,0,0,0,1425620402
533,0,0,0,0,0,0,1425620372
534,0,0,0,0,0,0,1425620342
535,0,0,0,0,0,0,1425620311
536,0,0,0,0,0,0,1425620282
537,0,0,0,0,0,0,1425620252
538,0,0,0,0,0,0,1425620222
539,0,0,0,0,0,0,1425620192
540,0,0,0,0,0,0,1425620162
541,0,0,0,0,0,0,1425620131
542,0,0,0,0,0,0,1425620102
543,0,0,0,0,0,0,1425620072
544,0,0,0,0,0,0,1425620042
545,0,0,0,0,0,0,1425620011
546,0,0,0,0,0,0,1425619981
547,0,0,0,0,0,0,1425619952
548,0,0,0,0,0,0,1425619922
549,0,0,0,0,0,0,1425619892
550,0,0,0,0,0,0,1425619862
551,0,0,0,0,0,0,1425619832
552,0,0,0,0,0,0,1425619802
553,0,0,0,0,0,0,1425619771
554,0,0,0,0,0,0,1425619741
555,0,0,0,0,0,0,1425619712
556,0,0,0,0,0,0,1425619682
557,0,0,0,0,0,0,1425619651
558,0,0,0,0,0,0,1425619621
559,0,0,0,0,0,0,1425619592
560,0,0,0,0,0,0,1425619562
561,0,0,0,0,0,0,1425619531
562,0,0,0,0,0,0,1425619501
563,0,0,0,0,0,0,1425619471
564,0,0,0,0,0,0,1425619441
565,0,0,0,0,0,0,1425619411
566,0,0,0,0,0,0,1425619381
567,0,0,0,0,0,0,1425619352
568,0,0,0,0,0,0,1425619322
569,0,0,0,0,0,0,1425619292
570,0,0,0,0,0,0,1425619262
571,0,0,0,0,0,0,1425619232
572,0,0,0,0,0,0,1425619202
573,0,0,0,0,0,0,1425619171
574,0,0,0,0,0,0,1425619141
575,0,0,0,0,0,0,1425619112
576,0,0,0,0,0,0,1425619082
577,0,0,0,0,0,0,1425619052
578,0,0,0,0,0,0,1425619021
579,0,0,0,0,0,0,1425618992
580,0,0,0,0,0,0,1425618962
581,0,0,0,0,0,0,1425618931
582,0,0,0,0,0,0,1425618902
583,0,0,0,0,0,0,1425618871
584,0,0,0,0,0,0,1425618841
585,0,0,0,0,0,0,1425618812
586,0,0,0,0,0,0,1425618782
587,0,0,0,0,0,0,1425618752
588,0,0,0,0,0,0,1425618722
589,0,0,0,0,0,0,1425618691
590,0,0,0,0,0,0,1425618661
591,0,0,0,0,0,0,1425618632
592,0,0,0,0,0,0,1425618602
593,0,0,0,0,0,0,1425618572
594,0,0,0,0,0,0,1425618542
595,0,0,0,0,0,0,1425618512
596,0,0,0,0,0,0,1425618482
597,0,0,0,0,0,0,1425618451
598,0,0,0,0,0,0,1425618421
599,0,0,0,0,0,0,1425618392
600,0,0,0,0,0,0,1425618361
601,0,0,0,0,0,0,1425618332
602,0,0,0,0,0,0,1425618302
603,0,0,0,0,0,0,1425618272
604,0,0,0,0,0,0,1425618242
605,0,0,0,0,0,0,1425618212
606,0,0,0,0,0,0,1425618182
607,0,0,0,0,0,0,1425618153
608,0,0,0,0,0,0,1425618122
609,0,0,0,0,0,0,1425618095
610,0,0,0,0,0,0,1425618062
611,0,0,0,0,0,0,1425618032
612,0,0,0,0,0,0,1425618002
613,0,0,0,0,0,0,1425617971
614,0,0,0,0,0,0,1425617941
615,0,0,0,0,0,0,1425617911
616,0,0,0,0,0,0,1425617881
617,0,0,0,0,0,0,1425617852
618,0,0,0,0,0,0,1425617822
619,0,0,0,0,0,0,1425617791
620,0,0,0,0,0,0,1425617761
621,0,0,0,0,0,0,1425617731
622,0,0,0,0,0,0,1425617701
623,0,0,0,0,0,0,1425617672
624,0,0,0,0,0,0,1425617642
625,0,0,0,0,0,0,1425617612
626,0,0,0,0,0,0,1425617582
627,0,0,0,0,0,0,1425617552
628,0,0,0,0,0,0,1425617522
629,0,0,0,0,0,0,1425617492
630,0,0,0,0,0,0,1425617461
631,0,0,0,0,0,0,1425617432
632,0,0,0,0,0,0,1425617402
633,0,0,0,0,0,0,1425617372
634,0,0,0,0,0,0,1425617342
635,0,0,0,0,0,0,1425617312
636,0,0,0,0,0,0,1425617282
637,0,0,0,0,0,0,1425617251
638,0,0,0,0,0,0,1425617222
639,0,0,0,0,0,0,1425617192
640,0,0,0,0,0,0,1425617162
641,0,0,0,0,0,0,1425617132
642,0,0,0,0,0,0,1425617102
643,0,0,0,0,0,0,1425617071
644,0,0,0,0,0,0,1425617041
645,0,0,0,0,0,0,1425617012
646,0,0,0,0,0,0,1425616982
647,0,0,0,0,0,0,1425616951
648,0,0,0,0,0,0,1425616922
649,0,0,0,0,0,0,1425616892
650,0,0,0,0,0,0,1425616862
651,0,0,0,0,0,0,1425616832
652,0,0,0,0,0,0,1425616802
653,0,0,0,0,0,0,1425616772
654,0,0,0,0,0,0,1425616742
655,0,0,0,0,0,0,1425616712
656,0,0,0,0,0,0,1425616682
657,0,0,0,0,0,0,1425616652
658,0,0,0,0,0,0,1425616622
659,0,0,0,0,0,0,1425616592
660,0,0,0,0,0,0,1425616562
661,0,0,0,0,0,0,1425616531
662,0,0,0,0,0,0,1425616501
663,0,0,0,0,0,0,1425616472
664,0,0,0,0,0,0,1425616442
665,0,0,0,0,0,0,1425616412
666,0,0,0,0,0,0,1425616382
667,0,0,0,0,0,0,1425616352
668,0,0,0,0,0,0,1425616322
669,0,0,0,0,0,0,1425616292
670,0,0,0,0,0,0,1425616262
671,0,0,0,0,0,0,1425616232
672,0,0,0,0,0,0,1425616202
673,0,0,0,0,0,0,1425616172
674,0,0,0,0,0,0,1425616141
675,0,0,0,0,0,0,1425616112
676,0,0,0,0,0,0,1425616082
677,0,0,0,0,0,0,1425616051
678,0,0,0,0,0,0,1425616022
679,0,0,0,0,0,0,1425615992
680,0,0,0,0,0,0,1425615962
681,0,0,0,0,0,0,1425615932
682,0,0,0,0,0,0,1425615902
683,0,0,0,0,0,0,1425615872
684,0,0,0,0,0,0,1425615842
685,0,0,0,0,0,0,1425615812
686,0,0,0,0,0,0,1425615782
687,0,0,0,0,0,0,1425615752
688,0,0,0,0,0,0,1425615722
689,0,0,0,0,0,0,1425615692
690,0,0,0,0,0,0,1425615662
691,0,0,0,0,0,0,1425615632
692,0,0,0,0,0,0,1425615602
693,0,0,0,0,0,0,1425615571
694,0,0,0,0,0,0,1425615541
695,0,0,0,0,0,0,1425615512
696,0,0,0,0,0,0,1425615482
697,0,0,0,0,0,0,1425615452
698,0,0,0,0,0,0,1425615422
699,0,0,0,0,0,0,1425615392
700,0,0,0,0,0,0,1425615362
701,0,0,0,0,0,0,1425615332
702,0,0,0,0,0,0,1425615302
703,0,0,0,0,0,0,1425615271
704,0,0,0,0,0,0,1425615242
705,0,0,0,0,0,0,1425615212
706,0,0,0,0,0,0,1425615182
707,0,0,0,0,0,0,1425615152
708,0,0,0,0,0,0,1425615122
709,0,0,0,0,0,0,1425615092
710,0,0,0,0,0,0,1425615063
711,0,0,0,0,0,0,1425615032
712,0,0,0,0,0,0,1425615002
713,0,0,0,0,0,0,1425614972
714,0,0,0,0,0,0,1425614942
715,0,0,0,0,0,0,1425614912
716,0,0,0,0,0,0,1425614882
717,0,0,0,0,0,0,1425614851
718,0,0,0,0,0,0,1425614821
719,0,0,0,0,0,0,1425614791
720,0,0,0,0,0,0,1425614762
721,0,0,0,0,0,0,1425614731
722,0,0,0,0,0,0,1425614702
723,0,0,0,0,0,0,1425614672
724,0,0,0,0,0,0,1425614642
725,0,0,0,0,0,0,1425614612
726,0,0,0,0,0,0,1425614582
727,0,0,0,0,0,0,1425614552
728,0,0,0,0,0,0,1425614522
729,0,0,0,0,0,0,1425614491
730,0,0,0,0,0,0,1425614461
731,0,0,0,0,0,0,1425614432
732,0,0,0,0,0,0,1425614402
733,0,0,0,0,0,0,1425614372
734,0,0,0,0,0,0,1425614342
